n,beta,eta,gamma,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10
10,0.5,100.0,0.0,1.5545642362089271,2.6181402550235573,6.5010878290666065,11.59467079294002,30.47136254978655,43.069504526400266,145.66004841882096,200.44263920465957,302.04787865154077,1211.2957719516598
10,0.5,100.0,0.0,0.2606308502932722,8.455273680219207,44.43488063361022,51.983283208387235,125.42330630511871,125.48414521647719,175.0256210446664,347.1472626877926,468.5268360213606,1301.3217052231885
10,0.5,100.0,0.0,1.3558040330083694,4.010244019567422,14.014521769968807,16.620940639895878,40.348444565932446,47.487489994580834,62.86486630908591,116.8313541952972,330.46184316278703,587.7690247171146
10,0.5,100.0,0.0,8.039617330174416,16.256870186732932,38.22520119236012,45.746849828766564,71.89015608139793,78.42349088196794,100.28093013248302,231.3433993199975,260.79408690688933,532.1036295731013
10,0.5,100.0,0.0,1.0193248767604774,14.57708744443943,23.8700311096853,39.12581184419841,136.65730664293594,232.20596093338207,245.4021836709977,277.748258060251,375.64126975203595,614.7053976394473
10,0.5,100.0,0.0,9.850909471303585e-05,0.5559582710630571,2.1224674733016173,4.799068540226877,10.159970809384468,20.12291161143632,27.466309582659225,80.08035492685144,255.80315125875285,375.1880769397688
10,0.5,100.0,0.0,6.705766618981433,7.690606250648958,15.314568322810562,18.934378171224846,28.615715776345183,39.00258739392446,49.96816277068322,218.7588225463977,457.23859844372924,829.1676800917113
10,0.5,100.0,0.0,0.7528197546693303,1.947164838140467,3.58825511165685,31.149571866570984,31.31919033137568,40.539317816607706,49.851404020530204,181.56849363551723,203.77723004717473,550.6593299499251
10,0.5,100.0,0.0,1.6448077517261128,1.6816042978405017,1.7659423166901587,14.862162545705191,69.11056620747912,77.43740595189774,270.70526826747596,340.76551552586733,587.432979093151,1097.3972152764024
10,0.5,100.0,0.0,0.029036580476157498,0.12419231608516372,0.622985205607267,0.6279492470659167,1.9589294467655696,3.846397675883491,32.45838438236517,173.19283212322478,428.90034069014735,550.8233348010232
10,0.5,100.0,0.0,14.870078286789873,25.3205461221106,41.50622041337758,61.11840677372046,73.85632793358455,133.78492127003523,191.76858723680886,197.43739465765393,401.131147310444,627.2414528405134
10,0.5,100.0,0.0,0.029156529912470988,30.630958014167874,37.61535789018577,40.23089322853923,131.60562675906792,212.63562079015975,385.78124871482004,419.7899579440892,1356.273365932792,2177.038543896247
10,0.5,100.0,0.0,1.8851979215341683,2.742376722061445,8.376300683392397,15.67979189987701,21.521250104178538,21.68202282422545,28.623235419455646,162.24537336216443,239.11024862308716,240.42022913871583
10,0.5,100.0,0.0,8.664366811937303,13.351074590095301,17.488915644471557,29.45512449580288,33.6926408060117,57.78633852654465,60.57518765344625,65.89960410475612,167.659457381341,313.38982156658665
10,0.5,100.0,0.0,1.7512723271663377,35.299404457932745,103.4656897204038,197.56436096489847,227.98226860400183,249.46716757294774,251.83264417707045,266.6758298882835,314.837853227954,1051.7493495018507
10,0.5,100.0,0.0,0.21866261044334576,0.2943907684317981,1.1016532553920906,1.1432152117393208,6.961093499645191,30.248205764567,40.41631531624706,53.64178922959132,73.02508399479017,113.67205175684911
10,0.5,100.0,0.0,0.011257083749718474,0.016173396569642527,0.5414661236119938,37.21071875649679,77.73296272265931,78.80632059410563,115.38220622895928,133.95151774357154,173.2605577164531,724.187412295487
10,0.5,100.0,0.0,1.980399132486837,5.417821458752334,15.907891760198897,26.946735441306018,28.875968729139345,45.445871815068905,101.8872259780117,166.43300730114444,176.45212466492305,185.93831976547338
10,0.5,100.0,0.0,0.22884275169809112,0.3902806789980543,0.7216795784370378,0.7726678759652111,2.776754233567534,13.04530448451054,132.66450921906718,518.7668198435326,666.3247431280405,1019.4589676868846
10,0.5,100.0,0.0,0.023457473424679676,0.5195832136820684,7.047411898397583,18.837108763170253,20.523918225968924,31.79683249300299,349.9347020026099,355.748191264987,424.7089624759316,1511.8543505656767
10,0.5,100.0,0.0,0.052469678447372284,0.6152106517701188,0.9533590784209168,2.4744795946667644,10.012628146422053,10.282680242457033,52.77347183113401,94.85883196066669,213.62226305578042,473.3839256510303
10,0.5,100.0,0.0,2.129546676258077,3.689303955143987,6.523750723850437,19.987896742632753,23.01906942905615,95.94646114408049,160.51029377988036,277.87297867901356,315.03985457220676,1740.8150043294293
10,0.5,100.0,0.0,11.346244167207464,17.81920183048672,18.92973773296891,61.55064029963532,62.10218108891444,131.26748655184676,205.32050087549396,259.9582730737648,321.90088312530145,472.8208765808066
10,0.5,100.0,0.0,3.597220397877577,11.781176079379902,19.867062207755467,32.2203753576571,40.918717618500395,59.295212467676386,84.88007964332328,91.56748392458431,190.35069414697904,750.3242347651802
10,0.5,100.0,0.0,0.061190295042157984,1.163369176705768,8.517219298608575,18.58948671406094,46.79078157557108,52.38242223250986,83.92832247936605,137.3196119998017,298.18066996846375,412.43386024037915
10,0.5,100.0,0.0,0.14358382127275193,0.5548266376377197,1.6800930156330582,23.03948783363933,38.353963239872726,85.52729271571098,92.0346476068013,104.7335825565336,220.09376010242744,379.1586528628088
10,0.5,100.0,0.0,0.000514186808661406,13.541655008421309,17.86819569292548,26.991099118413498,36.669408047636885,71.33457724083581,72.2134125649777,89.2657269193051,114.09832597116447,114.34831063392595
10,0.5,100.0,0.0,0.16914525552173956,0.36822419674654533,7.024765690004983,19.173222328091423,19.280989069195222,22.836675100839386,52.22818393226197,59.09819170435326,106.39760740182393,590.5462960007303
10,0.5,100.0,0.0,0.22785544791294082,0.2644692810835683,1.283744107455488,16.40437298205955,28.75187340643906,56.9931967209535,155.12762910405195,288.32450686927467,301.27394116448755,371.9505590955585
10,0.5,100.0,0.0,0.565117552888562,0.6755411006212135,6.247646743186895,22.159031399503544,34.382871445874216,37.18240709296601,64.89632154802355,114.31431946405695,319.647150007528,350.87204675741077
10,0.5,100.0,0.0,5.318305197510264,10.637877360543879,12.380367358385126,18.944747478490235,25.74753340256767,82.35387160270825,95.06802862253075,154.90989873048036,157.797769169339,482.21827231583825
10,0.5,100.0,0.0,28.36567722244968,29.94668350681274,62.677010663526836,86.08400734272722,168.38018366979387,295.2368374833616,654.7840581193908,708.2814239041047,825.8064235229263,1152.512310515407
10,0.5,100.0,0.0,0.008157647605876318,4.093798869330456,4.945733134605138,15.667214407473102,16.957835421966692,75.13934755060444,79.3138632176769,321.6913325642873,433.17321839251025,458.8076959626484
10,0.5,100.0,0.0,0.5672367198217262,2.492298310368206,3.293874932213404,9.177961717473293,31.888662224744046,34.72587890060323,78.24581255840333,102.38197200151416,301.4842005627917,340.71187764124835
10,0.5,100.0,0.0,7.085871521938339,11.13093955491183,14.465288265045393,50.281861409988856,68.83252728135474,124.36743121297025,161.0862293524057,231.5582308377008,397.89100909847093,432.48878757020464
10,0.5,100.0,0.0,0.0005577749236902531,0.10805989982697937,0.1959056238765139,0.9157300280390165,3.6162824451406097,20.805167519656862,35.56657422024843,120.59258474508161,168.68771349402684,506.7775800283005
10,0.5,100.0,0.0,17.82067454720064,30.17506904697059,44.69500404314937,57.54116326237219,60.00083919650046,68.64201206148857,71.9256731330319,81.22680260819949,217.23195369365783,1139.075011349817
10,0.5,100.0,0.0,0.003564784030787542,0.05372093856280001,27.730358686870282,81.41551886621859,87.3654867258851,91.40866592450818,137.47496103903717,426.95728979136965,586.5567276639331,1220.4080846024972
10,0.5,100.0,0.0,0.13965591817261533,18.20196164696372,21.656122860134943,24.620522853580223,37.233761286234866,44.117653553738734,63.82017331572636,96.17121607163006,97.59135442267379,240.1492491111293
10,0.5,100.0,0.0,0.20826493942410185,0.8323341112830772,1.8939249163313168,5.438642788439652,12.974208171890982,16.171562576502932,38.5502161930024,612.2442018593144,635.8246619201145,962.6632971505137
10,0.5,100.0,0.0,0.3622161226339233,6.9328441262970735,7.204323924720063,7.426399816693424,28.06380152345474,106.76173577187815,115.3995425307717,126.68083347285328,138.7822142124012,1086.0559389427028
10,0.5,100.0,0.0,0.05956226924787336,0.08723387875709782,0.2828170760525613,6.416185421371849,13.707955550088815,20.359431205135394,66.5502435683366,95.07981101941307,224.1147841480143,382.48157722968676
10,0.5,100.0,0.0,4.855229066219403,9.585450980093993,10.620641754995427,17.535360310237053,37.35634927645663,39.116237906424026,200.8579990530881,247.04398377060056,303.7458372680368,1197.447826392153
10,0.5,100.0,0.0,0.0009944370176300993,8.474340932565946,90.68949941960399,104.89385761907744,134.06525787647206,346.0074705201014,586.0603186384304,629.013136716687,1226.4165996174322,1482.5462905210775
10,0.5,100.0,0.0,12.146693409079617,18.98264546926817,26.06600823931054,38.47034864185706,49.172022757047905,160.3033408848358,161.4692392468591,509.7556647385181,556.9730684125207,1131.1776311457243
10,0.5,100.0,0.0,22.034809787783026,23.81787794487458,26.099571703028886,36.16318870091975,51.16425806680688,71.37505342373713,88.17791099405797,146.7794559879644,591.3718430664109,697.1861510646181
10,0.5,100.0,0.0,0.8010049805969812,2.0679122890415673,8.223118730867068,8.815069684672853,20.965985888461063,35.05358339469473,157.35076078046063,162.14094458158803,403.61384185438726,684.7898993021017
10,0.5,100.0,0.0,0.006860457409501687,10.615923077857897,47.39693961891658,50.98137398522239,62.994222076606874,123.75284682438155,141.9959655951209,211.89372619465644,317.3634723382472,771.5507015402248
10,0.5,100.0,0.0,0.9411816180868566,1.0258438120038376,5.319283132162911,6.108378273336626,36.23728893869222,50.73735742551925,62.801331104561164,71.5252057095608,111.44476290216532,1090.8301287180843
10,0.5,100.0,0.0,1.8988863207260713,2.407134941629031,3.8757282126047676,10.721694152094303,36.879911090493486,74.35256614063732,276.48361949942586,430.2118736827179,443.00430968174487,904.1041392083046
10,0.5,100.0,0.0,0.3913555843265846,0.8238433952841896,2.689837174210798,5.490450962147017,67.99712248223662,115.72262737406727,176.1942155184906,227.50597771858105,480.7749477849928,1000.5542660604416
10,0.5,100.0,0.0,0.4994605597341036,0.9641250437053341,2.2373899225498084,2.8097408708077687,27.464090506734067,37.95650619078636,37.96810606302871,52.530318947021094,290.459383321511,741.9268479599917
10,0.5,100.0,0.0,0.5796582342685438,0.7790833947156983,1.8499884472259747,12.756822491791267,13.013526911387373,19.198507196214297,22.86195737082446,35.52275898791464,65.79583299032734,1232.2622940541194
10,0.5,100.0,0.0,15.398135981021113,30.82373548365778,37.61265927224123,47.912271792655055,189.30648061445942,248.039672532691,352.3356988113149,359.0627180136968,503.4668417994717,595.7249287176421
10,0.5,100.0,0.0,0.0798234651989799,7.369562419124656,10.727891664908372,60.99427437328261,83.17321685249087,83.85244763467612,96.85126772301109,111.47986191981654,308.10774021568693,642.6330113616381
10,0.5,100.0,0.0,29.246821034537103,32.37843867853094,61.063660222264375,99.28856666713506,121.2811449140321,138.3713177757616,263.8508762419214,266.72972117686135,270.76303150546073,680.5988928251039
10,0.5,100.0,0.0,0.10993772327083555,2.7835321952864494,7.933900403604999,27.758493315956727,32.01981230774916,33.34981165946208,55.46972863320349,289.5072910120199,313.1358348618018,2059.883520449597
10,0.5,100.0,0.0,3.45966478016714,4.596739062794812,12.675517199360128,26.719771817751397,27.761760389250732,96.57752192714986,156.65849417861097,185.27908125170342,219.02971315727288,470.6962156349506
10,0.5,100.0,0.0,2.5029710077212415,3.088047275522494,4.273163684417698,31.486850076908784,42.5833505493153,68.62444753033414,99.694835753374,2045.0464981759349,2936.195805858949,4307.28661372328
10,0.5,100.0,0.0,0.5685209277222931,43.135378822455806,49.88401605970377,57.62354338415497,155.37973109486086,237.1187371343527,255.7131596343595,337.81805808905136,417.7057514991519,486.98634583348684
10,0.5,100.0,0.0,1.2298239647204805,2.8372513210317147,7.434023148950418,36.10161210327678,156.69460796983313,179.65705510426142,181.12585611684037,207.4673137001332,409.7802193939103,455.0518349626471
10,0.5,100.0,0.0,0.3183110887342982,0.6385952428373739,1.535032958660697,3.469782499528796,11.512300826351032,14.071958797042994,35.217725525055215,78.2689077317816,224.38495262402657,813.8021745435597
10,0.5,100.0,0.0,0.14660986697371056,0.39179955095778135,16.729691275113375,40.861916871029656,56.99177983062476,65.90002762860942,68.77784088146709,200.31858664982556,507.3365989731971,1476.901662330906
10,0.5,100.0,0.0,0.1494838003753024,1.089468827738576,1.751358771273404,6.129702494188407,9.324199228196363,52.760121719476025,102.37695687457622,183.6082680505094,362.4627582562823,391.7198020369301
10,0.5,100.0,0.0,3.2476581234385704,7.712875001317367,8.793566587767444,24.486894905203872,45.28518189671711,46.118797028491755,50.845634776368854,70.67261139331794,327.8206351979065,560.8092784189834
10,0.5,100.0,0.0,4.420671294158339,12.441075670872372,43.28145670241009,145.9806645385092,226.67017880968626,305.23766053940096,305.27707871572875,337.09527323140077,337.4638862908173,543.9887771672057
10,0.5,100.0,0.0,0.18820992902499525,10.522901914547395,22.159087029302203,27.15238525401702,34.21692776981906,51.69693649799198,97.37624815726903,246.691113714975,458.9564834168543,515.1098991981103
10,0.5,100.0,0.0,5.427264375469402,9.532916290593564,14.409142855345781,16.043892205358688,16.599350209478462,18.663297563665314,23.066999945166167,195.8677827981638,285.6255499752534,737.8660521310461
10,0.5,100.0,0.0,0.18382385287419672,24.10916544330056,24.299396447767197,30.341876863476458,83.62090337270904,101.38908171163827,230.7877501108759,234.76030695735602,372.4144602455854,628.7169373965767
10,0.5,100.0,0.0,0.8601867056086621,0.8777451447175467,1.502940856519234,5.727718359791036,42.9178502935537,53.48812965049409,130.94728249081166,313.7239128364249,449.49135034009123,1321.4570807958605
10,0.5,100.0,0.0,1.989912903526871,18.64187615554611,110.09414354529967,112.1897511068411,119.3516025111369,120.69054619097929,164.52913176220952,291.6195607944243,406.77389334000054,434.3344759710331
10,0.5,100.0,0.0,1.1681929173646937,1.3191954028026402,4.442844967104376,10.90123717688121,11.261273776546856,32.49810927285147,38.84328942092273,128.70870803263503,191.63625851146358,289.26003147541957
10,0.5,100.0,0.0,0.1434583299469793,5.5187799295211715,11.751693277008611,17.17375280413528,112.17348098412386,158.61688170275917,203.36275578879105,205.923419651564,373.9245730498404,413.61353283586755
10,0.5,100.0,0.0,0.09553706272144355,1.0808412401680907,3.431119127991939,5.212416117679941,12.703280696675389,16.027635608650336,17.636383250533065,37.355107757597295,98.47277309219137,402.6256137745582
10,0.5,100.0,0.0,3.7414701499150618,68.25737317162934,94.3940019049499,95.66714318316757,109.41344787451186,292.84597983942297,505.01298114626445,536.4091905979094,1507.494687637179,1744.8104391478516
10,0.5,100.0,0.0,0.5433788785422073,1.791717325316586,2.9171563712804804,18.750281700274034,21.604291406333694,46.082357785221724,50.60816505818922,87.40959665046478,336.1948492769014,635.886667420367
10,0.5,100.0,0.0,0.2604287673703129,3.675742115046375,12.296193534585099,29.782994142583558,39.84557707712374,43.146004529790844,46.978128271126266,241.31893557586602,312.44443465624516,324.1891252341218
10,0.5,100.0,0.0,0.03646899190823886,0.7190362717563128,1.1896805306309997,3.2509967788910363,4.196869243845746,9.789289111615949,46.70449605429462,117.1292104305829,223.82738161364014,404.9510129667501
10,0.5,100.0,0.0,0.07779234376022132,8.399125481982136,12.734513577162291,16.093888698292506,24.482748501218776,27.53726404910787,115.9748004939512,217.45251396984324,351.6977059534009,884.4057920073498
10,0.5,100.0,0.0,2.4441936301689693,9.477705263980184,15.074745601480966,17.355609254799013,21.78453775907291,66.89387428366422,68.28315537454908,76.15301278372775,142.82799863448503,474.0636390926487
10,0.5,100.0,0.0,6.818269632810814,13.406495602018701,14.78911268323881,20.869481686667037,84.45648639481787,108.07454211970877,158.76410645356702,707.6102079354393,938.8287677250213,1679.1233074149761
10,0.5,100.0,0.0,2.938558620558017,4.407320031750473,22.8327718835845,22.850814856913644,59.66830340462494,61.350954538586564,70.56812075255439,153.71300068469264,493.2261186891406,1086.262843933228
10,0.5,100.0,0.0,0.03008939227727638,0.13267957144651907,1.5054953033331981,2.798009668416615,26.011515906965066,28.0712051405733,96.30963231854037,227.7723261605657,272.6413783621015,403.55789074174436
10,0.5,100.0,0.0,3.6762220722324357,4.323900980761302,7.156735989340163,19.549304317590316,33.48892401030374,57.378738968453625,124.28384108597173,171.82320908963317,249.9420366296156,650.9757324553885
10,0.5,100.0,0.0,2.8794238994894217,4.680447129478922,18.35011084580603,63.20438452939017,248.79650346758297,430.85603763058884,483.5359909102138,492.84332722189106,583.7599012246361,620.8340816266307
10,0.5,100.0,0.0,0.34911055653772927,2.5098625649449415,2.71551837410697,5.803887722150204,9.474991796029673,19.293248283073687,66.62453895754345,499.5830011802918,717.5978628702874,2736.976030007107
10,0.5,100.0,0.0,0.8999650384622899,1.869025709843518,3.350943738597368,4.796048471684452,10.726784148756419,21.611931455178297,42.42981858891456,70.84276181830467,298.00798665197874,701.2388169094904
10,0.5,100.0,0.0,0.2577723689885711,0.651857291188284,1.2304984246269433,4.805469809121949,10.424243182894847,21.802398187438143,91.14193975500045,160.04944845617302,1222.509653763274,1946.8787615774493
10,0.5,100.0,0.0,1.2617640097575462,1.4833840813703634,1.6244801635552235,17.061428862084487,17.91416153534649,18.291997273594415,20.31866130754308,21.544952348516397,257.33724887597145,1711.0628062204632
10,0.5,100.0,0.0,0.32288601114594856,5.203962729125256,15.15249685175518,25.223064153538328,32.827038953691726,111.91406550140486,149.25215836777204,308.6784786468183,641.9434243811725,781.1440615724641
10,0.5,100.0,0.0,3.5447301004594864,6.279155338088336,67.85105764212955,110.95573006001804,131.78976615558838,175.3145737757163,186.77021745801875,259.78172932715256,413.1605313663667,944.9434808744165
10,0.5,100.0,0.0,1.127683770994673,5.692268873855901,28.61384789815074,51.56662608911654,51.62436185264714,174.94607130983508,198.42924670883596,248.44835524950062,396.31730892786186,582.1975049147012
10,0.5,100.0,0.0,0.1668392626697493,0.8378928569660585,1.5376336645059336,15.498675132050865,73.05460032807773,98.47835340778565,179.87353029339315,269.8512772824336,279.02932430603425,288.54914867152803
10,0.5,100.0,0.0,2.241241237038366,12.511632670189234,15.154593869905803,18.80132026358429,35.94581764570509,58.406859065706804,103.44871165150597,153.79336793528066,357.17267547854067,1196.5254500967817
10,0.5,100.0,0.0,5.935568942625572,10.047977921427357,14.02310990143299,18.71659034448291,75.47686333278456,158.9229767615282,198.70586458904543,339.2834146148368,746.3198184661404,905.5354535157859
10,0.5,100.0,0.0,0.02406709794952318,0.12750082262578827,0.171606961992441,8.22276021951586,8.917442814486474,25.986644560415474,48.18079546889578,97.50543842563363,157.19548142742937,426.2302609584615
10,0.5,100.0,0.0,1.4806436482918968,5.117755866884418,11.389369158506051,11.79327151472568,12.467879351825918,138.2152126554443,541.084936230705,656.3403655685524,687.9029156773535,710.7103460597034
10,0.5,100.0,0.0,5.686244301955246,8.59318731855225,8.986761077322017,11.495176086880639,30.340035132089092,69.36962961846544,138.87927702642372,161.73626699397735,169.67566669471918,1051.2994033624543
10,0.5,100.0,0.0,0.4167170511872541,1.4224101276317376,3.71737844290947,39.30822623878665,69.11522954966942,78.38496317594405,127.0494902478301,297.05522328729563,314.0790881593714,886.7533016089062
10,0.5,100.0,0.0,1.705878366239473,10.168271156337402,11.558976859489396,15.336735823924474,15.961699432763881,22.15419825137064,74.88662922681331,88.18561542665783,438.4923104208111,809.6613981607122
10,0.5,100.0,0.0,1.610755368209291,5.166424068597423,11.447316161866675,31.120820557357327,118.86214366015516,173.3786122905158,214.5861326989368,299.1779840499744,605.5752996401712,991.4985344607475
10,0.5,100.0,0.0,0.0003358940983127034,7.318481543535819,13.763323463177956,15.406315062066342,39.901262640186275,42.19747827039237,48.07579268731712,69.3991087415743,95.08328208541967,131.54088085515775
10,0.5,100.0,0.0,2.112546425907212,2.172530752103271,66.4487831463125,67.12054128776717,70.67400281830439,112.18401970005934,170.57931978124194,183.4983072484792,271.8954250096946,392.10111208777556
10,0.5,100.0,0.0,1.4115592194144946,1.4438180462680144,2.530253442944604,14.807781158724284,24.0120489665994,36.9069901365695,80.42752067202136,526.4679993937049,1464.5913176717204,1500.4056976927477
10,0.5,100.0,0.0,0.025735670073511966,0.4420442221900074,0.47866509596503914,21.036307469204772,26.252643052245368,27.20829064939561,37.15470645577238,53.51690545389498,83.59924027487952,328.0473640253243
10,0.5,100.0,0.0,3.0584306024799677,10.69311765182633,29.78204962052205,38.88874097317476,105.66176631816404,109.72302801813858,244.64696118999066,247.13684364546498,507.1053062851198,1488.042333703281
10,0.5,100.0,0.0,9.351890585895717,28.765251107710622,60.69834903976157,104.65718589820253,112.23648849208472,152.82279076004568,215.5617676148382,288.22877119609933,1836.1023847642628,2605.2949165883324
10,0.5,100.0,0.0,1.9406077732854683,25.016326529342724,78.9312214363068,88.36311347262831,115.83373958320801,157.18356302690012,164.15968769195558,367.5146781097172,755.6067050887573,776.6381630638175
10,0.5,100.0,0.0,0.6921853530981694,3.0348122494079903,6.470402942220907,14.307327982330975,174.08120628005045,178.8556261274563,239.52556321142566,260.4724696070361,357.5491621926775,709.5909966515894
10,0.5,100.0,0.0,11.787616446850521,19.350567376500464,24.92874217342422,29.12624751652613,29.289322393516574,107.54886647512039,120.1122312546377,172.56237180649362,531.7788415492313,1166.4478747341866
10,0.5,100.0,0.0,0.9197927244814812,0.9897663600200621,2.4178134406199887,3.6815508756376807,7.777998574489723,22.19565719998339,23.973567401264965,30.106896986669334,112.44894454787608,736.021426051789
10,0.5,100.0,0.0,0.11929557824512911,0.22076400465787915,0.23479074343246226,0.2771721785638314,2.6142618023520714,3.5291519401424476,60.2095843360557,64.91597354205669,123.20131844618687,175.04116010566077
10,0.5,100.0,0.0,0.6219772490892145,14.106415160659996,19.354007271044495,41.09978705068406,75.0224848994153,92.15794610509114,97.80912582457549,204.30727477218906,222.50448646977497,432.5600269090545
10,0.5,100.0,0.0,0.033533392421062014,0.22435329785023891,1.4017050000549287,4.157984848765707,6.181331300129089,12.046212002775114,72.96992718947818,81.81005117415759,86.80198889828793,227.32451746950505
